"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Ontology","Direction","GeneRatio","p.adjust","Count"
"Cell cycle","40/124",7.43630007957548e-08,2.3052530246684e-05,0,0,3.05543710021322,50.1528835596306,"PCNA;MCM7;BUB1B;TTK;PKMYT1;CDC20;CCNB2;CCNB1;ORC6;CDC45;PTTG1;ORC1;CHEK1;E2F1;E2F2;SFN;E2F5;BUB1;CDKN2B;CDKN2C;CDKN2A;PLK1;CDC7;CDC6;CDC25C;CDC25A;CDC25B;SMC1B;CCNA2;RBL1;CCNE2;ESPL1;CCNE1;CDK1;MCM3;MCM4;MCM5;MCM6;MCM2;MAD2L1","KEGG","Up",0.32258064516129,2.3052530246684e-05,40
"DNA replication","17/36",1.15531714630839e-06,0.000179074157677801,0,0,5.71367096987752,78.1123709808461,"PRIM2;FEN1;RFC3;PCNA;RFC4;MCM7;LIG1;PRIM1;POLA2;POLD1;POLE2;MCM3;MCM4;MCM5;DNA2;MCM6;MCM2","KEGG","Up",0.472222222222222,0.000179074157677801,17
"Neuroactive ligand-receptor interaction","77/341",3.75032361803665e-06,0.000387533440530453,0,0,1.87779038970866,23.4604904979719,"NPFFR2;GLP1R;CHRM3;UCN;OXTR;GRIK4;ADRA1D;GRIK2;GRPR;HTR4;GABRR3;GABRR2;GRM2;GRM4;GRM7;ADORA1;BDKRB2;BDKRB1;PRSS3;PRSS2;CHRNB2;CHRNB4;EDN3;GPR35;AVPR2;PTH2R;TACR1;ADRA2C;GABRG3;SSTR3;GABRG2;SSTR5;UTS2B;GAL;MTNR1B;UTS2;CHRNA1;PTGFR;GRIA2;CALCA;CHRNA3;CALCB;GRP;CHRNA5;GIPR;LPAR3;NTS;MCHR1;CRHR2;GHRHR;CHRND;GRIN2A;CALCR;GALR3;GALR2;CNR1;KISS1R;TAC4;TAC3;GABRE;GABRD;DRD4;GABRA2;GABRQ;GABBR2;NMB;GABRA3;HTR1D;SCTR;GRIN2C;GRIN2D;GRIN1;APLN;KISS1;GRIN3B;GNRH1;F2RL3","KEGG","Up",0.225806451612903,0.000387533440530453,77
"ECM-receptor interaction","27/88",2.6017709268819e-05,0.00199516262418604,0,0,2.83012424439804,29.8768663617585,"ITGB4;LAMA4;LAMA3;LAMC1;HMMR;THBS4;COMP;IBSP;SPP1;VWF;LAMB3;ITGA3;ITGA2;LAMB4;NPNT;COL1A1;COL2A1;COL1A2;FRAS1;COL4A2;COL4A1;ITGA11;COL4A6;COL9A1;COL4A5;ITGA6;COL9A2","KEGG","Up",0.306818181818182,0.00199516262418604,27
"Nicotine addiction","16/40",3.21800423255812e-05,0.00199516262418604,0,0,4.25443786982249,44.0086034834841,"CHRNB2;GABRA2;GABRQ;GRIA2;GABRA3;GRIN2C;GABRG3;GABRG2;GRIN1;GRIN2D;GABRR3;GABRR2;GRIN2A;GRIN3B;GABRE;GABRD","KEGG","Up",0.4,0.00199516262418604,16
"Insulin secretion","26/86",4.83013276313732e-05,0.00249556859428761,0,0,2.76985894580549,27.5270008802107,"GLP1R;CHRM3;RYR2;SNAP25;CAMK2A;SLC2A1;ATP1A2;ITPR3;CACNA1C;ADCY8;ADCY6;RIMS2;CREB3L1;KCNMB3;KCNN1;CACNA1S;KCNN3;KCNJ11;ABCC8;PDX1;GCK;KCNU1;PLCB4;FXYD2;PLCB1;STX1A","KEGG","Up",0.302325581395349,0.00249556859428761,26
"GnRH secretion","20/64",0.000211960597362008,0.00938682645460323,0,0,2.9016835016835,24.5456603961919,"HCN3;GABBR2;KCNJ5;KCNJ6;KCNJ11;TRPC4;ITPR3;CACNA1C;CACNA1G;KISS1;CACNA1I;PLCB4;KISS1R;SPP1;KCNN1;GNRH1;CACNA1S;KCNN3;PLCB1;HCN2","KEGG","Up",0.3125,0.00938682645460323,20
"GABAergic synapse","25/89",0.000244831593201582,0.00948722423656132,0,0,2.49536178107607,20.7487833842765,"SRC;CACNA1C;ADCY8;ADCY6;GLS;GABRR3;GNGT1;GABRR2;GNG4;CACNA1S;GABRE;GLUL;GABRD;SLC38A5;GABRA2;GABRQ;GABBR2;SLC38A1;KCNJ6;SLC12A5;GAD1;GABRA3;SLC6A11;GABRG3;GABRG2","KEGG","Up",0.280898876404494,0.00948722423656132,25
"Protein digestion and absorption","27/103",0.000479466061040731,0.0165149421025141,0,0,2.26956827642817,17.3459414094296,"COL15A1;COL11A1;ATP1A2;SLC8A2;COL10A1;PRSS3;PRSS2;SLC36A1;CPA2;COL24A1;COL22A1;COL1A1;SLC9A3;COL1A2;COL2A1;COL4A2;COL4A1;MEP1A;COL5A3;FXYD2;COL7A1;COL4A6;COL9A1;COL4A5;COL8A1;COL21A1;COL9A2","KEGG","Up",0.262135922330097,0.0165149421025141,27
"Fanconi anemia pathway","17/54",0.000561615439078412,0.0174100786114308,0,0,2.93098759136495,21.9375429365624,"FANCI;RMI2;BLM;CENPX;POLN;FANCA;FAAP24;FANCB;BRCA2;FANCE;FANCG;BRIP1;RAD51;EME1;EME2;FANCD2;UBE2T","KEGG","Up",0.314814814814815,0.0174100786114308,17
"Hypertrophic cardiomyopathy","24/90",0.000739509764395434,0.0208407297238713,0,0,2.32182357701646,16.7392406472654,"RYR2;PRKAA2;ACE;ITGB4;ITGA3;ITGA2;TNNC1;TPM2;CACNA2D3;ATP2A1;CACNA1C;SLC8A2;CACNB1;CACNB3;CACNG8;CACNB4;ACTC1;TNNT2;ITGA11;ITGA6;TNNI3;CACNA1S;CACNG1;CACNG4","KEGG","Up",0.266666666666667,0.0208407297238713,24
"Small cell lung cancer","24/92",0.00103593164590938,0.0267615675193257,0,0,2.25327282248211,15.485514083729,"CDKN2B;LAMB3;NOS2;ITGA3;ITGA2;LAMA4;LAMA3;LAMB4;TRAF2;LAMC1;CKS1B;CCNE2;COL4A2;CCNE1;COL4A1;TRAF5;CKS2;COL4A6;E2F1;COL4A5;E2F2;ITGA6;BIRC7;RXRG","KEGG","Up",0.260869565217391,0.0267615675193257,24
"Glutamatergic synapse","28/114",0.00115489375752665,0.0275397742179432,0,0,2.07951207712775,14.0652934152281,"GRIA2;SLC1A3;GRIK4;ITPR3;CACNA1C;GRIK2;ADCY8;SLC1A7;ADCY6;GLS;GNGT1;GRM2;GRIN2A;GRM4;GRM7;GNG4;HOMER3;GLUL;SLC38A1;PLA2G4F;PLA2G4E;PLA2G4C;GRIN2C;GRIN2D;GRIN1;GRIN3B;PLCB4;PLCB1","KEGG","Up",0.245614035087719,0.0275397742179432,28
"Adrenergic signaling in cardiomyocytes","34/150",0.0016581417206746,0.036715995243509,0,0,1.87298123090354,11.9909340031076,"RYR2;CALML6;CAMK2A;ADRA1D;ATP2A1;ATP1A2;CACNA1C;ADCY8;ADCY6;SLC8A2;CACNG8;CREB3L1;TNNI3;CACNA1S;SCN5A;CACNG1;CACNG4;TPM2;TNNC1;CACNA2D3;PPP2R3B;MAPK12;MAPK13;CACNB1;MAPK11;CACNB3;CACNB4;PLCB4;ACTC1;PPP2R2C;FXYD2;TNNT2;PLCB1;SCN4B","KEGG","Up",0.226666666666667,0.036715995243509,34
"Dilated cardiomyopathy","24/96",0.00194564461729246,0.0381766155688988,0,0,2.12759643916914,13.2808015035969,"RYR2;ITGB4;ITGA3;ITGA2;TNNC1;TPM2;CACNA2D3;ATP2A1;CACNA1C;ADCY8;ADCY6;SLC8A2;CACNB1;CACNB3;CACNG8;CACNB4;ACTC1;TNNT2;ITGA11;ITGA6;TNNI3;CACNA1S;CACNG1;CACNG4","KEGG","Up",0.25,0.0381766155688988,24
"Alcoholism","40/186",0.00197040596484639,0.0381766155688988,0,0,1.75158454303823,10.9115233825972,"SHC4;H2AX;SHC3;CALML6;HDAC11;SLC6A3;H2AC11;GNGT1;H2AC13;GRIN2A;GNG4;CREB3L1;H3C10;H3C3;H3C2;H4C4;H4C5;H3C6;H4C8;H2AZ1;H2BC9;H3C8;H2AC8;H2BC7;H4C9;H2BC8;H2BC6;GRIN2C;H2BC17;H2BC18;GRIN2D;GRIN1;GRIN3B;H2BC15;H4C14;H2AC20;PKIA;H4C12;PPP1R1B;H2BC11","KEGG","Up",0.21505376344086,0.0381766155688988,40
"Cardiac muscle contraction","22/87",0.00251857231604886,0.0459269069397145,0,0,2.15960540571363,12.9232149740892,"RYR2;TNNC1;TPM2;COX4I2;CACNA2D3;ATP2A1;ATP1A2;CACNA1C;COX7B2;SLC8A2;CACNB1;CACNB3;CACNG8;CACNB4;ACTC1;TNNT2;FXYD2;CASQ2;TNNI3;CACNA1S;CACNG1;CACNG4","KEGG","Up",0.252873563218391,0.0459269069397145,22
"Arrhythmogenic right ventricular cardiomyopathy","20/77",0.00276382645019617,0.047599233308934,0,0,2.23820662768031,13.1855867223755,"RYR2;ITGB4;ACTN2;ITGA3;ITGA2;LEF1;CACNA2D3;ATP2A1;CACNA1C;SLC8A2;CACNB1;CACNB3;CACNG8;CACNB4;ITGA11;ITGA6;CACNA1S;CACNG1;CTNNA2;CACNG4","KEGG","Up",0.25974025974026,0.047599233308934,20
"Complement and coagulation cascades","32/85",9.21696508847059e-19,2.73743863127577e-16,0,0,10.3972794282656,431.778957779987,"C1QB;CPB2;SERPINA1;C1S;C1R;PROS1;SERPINE1;C5AR1;CFI;PLG;C8B;C8A;THBD;C6;C7;C9;VSIG4;A2M;MBL2;FGB;FGA;CR1;FGG;SERPINF2;F11;F8;F9;CFHR3;SERPING1;MASP1;KLKB1;C1QC","KEGG","Down",0.376470588235294,2.73743863127577e-16,32
"Valine, leucine and isoleucine degradation","21/48",2.44989530946509e-14,3.63809453455566e-12,0,0,13.2785829307568,416.15272784391,"ACAA2;ECHS1;AGXT2;BCKDHB;ABAT;ACADSB;ACAT1;HMGCL;ALDH6A1;ALDH1B1;ALDH2;EHHADH;IVD;DBT;AOX1;ACADM;HMGCS2;MMUT;ACAA1;ACADS;HMGCLL1","KEGG","Down",0.4375,3.63809453455566e-12,21
"Drug metabolism","30/108",1.38714460251871e-13,1.37327315649352e-11,0,0,6.60238847910081,195.472682364279,"CDA;ADH1C;ADH1B;DPYS;ADH1A;CYP2C19;CYP3A4;MPO;ADH6;ADH4;CYP2B6;AOX1;UGT2A1;XDH;UGT2B10;GSTM1;UGT1A1;FMO2;FMO3;CYP2C9;CYP2C8;CYP2A6;NAT1;NAT2;GSTA2;CYP1A2;DPYD;CYP2E1;UGT2B7;GSTM5","KEGG","Down",0.277777777777778,1.37327315649352e-11,30
"Fatty acid degradation","19/43",3.39194033434685e-13,2.51851569825253e-11,0,0,13.4934071729958,387.425460502561,"GCDH;ACAA2;ECHS1;ADH1C;ADH1B;ACSL1;ADH1A;ACADSB;ACAT1;ADH6;ADH4;ACADL;ALDH1B1;ALDH2;CPT2;EHHADH;ACADM;ACAA1;ACADS","KEGG","Down",0.441860465116279,2.51851569825253e-11,19
"Tryptophan metabolism","18/42",2.71307158212962e-12,1.611564519785e-10,0,0,12.7716802168022,340.147389052888,"GCDH;AOC1;ECHS1;AADAT;HAAO;KMO;INMT;ACAT1;DHTKD1;ALDH1B1;ALDH2;TDO2;EHHADH;CAT;CYP1A2;AOX1;ALDH8A1;IDO2","KEGG","Down",0.428571428571429,1.611564519785e-10,18
"Retinol metabolism","22/68",8.6832465863922e-12,4.29820706026414e-10,0,0,8.16425558752809,207.940533333385,"UGT2B10;UGT1A1;ADH1C;ADH1B;ADH1A;HSD17B6;CYP3A4;CYP2C18;ADH6;ADH4;CYP26A1;CYP2C9;CYP2A6;CYP2C8;CYP2B6;CYP1A2;RDH16;AOX1;RDH5;LRAT;UGT2A1;UGT2B7","KEGG","Down",0.323529411764706,4.29820706026414e-10,22
"PPAR signaling pathway","21/74",4.0836142148952e-10,1.73261917403411e-08,0,0,6.75522969647252,146.040422472787,"ACSL1;AQP7;APOA1;APOC3;APOA5;CYP8B1;FABP1;ACADL;CPT2;SCP2;ACOX2;EHHADH;PLIN2;ACADM;HMGCS2;PLIN1;ACAA1;PCK1;SLC27A2;SLC27A5;PCK2","KEGG","Down",0.283783783783784,1.73261917403411e-08,21
"Metabolism of xenobiotics by cytochrome P450","20/76",4.54521925400114e-09,1.68741264804792e-07,0,0,6.08241758241758,116.838314207924,"UGT2B10;GSTM1;UGT1A1;ADH1C;ADH1B;ADH1A;CYP3A4;ADH6;ADH4;CYP2C9;CYP2A6;AKR7A3;CYP2B6;GSTA2;CYP1A2;UGT2A1;CYP2E1;UGT2B7;SULT2A1;GSTM5","KEGG","Down",0.263157894736842,1.68741264804792e-07,20
"Butanoate metabolism","12/28",1.2433424233548e-08,4.10302999707082e-07,0,0,12.7082210242588,231.326190394783,"HMGCL;ECHS1;BDH2;ACSM3;EHHADH;ACSM2A;ABAT;ACSM5;HMGCS2;ACADS;HMGCLL1;ACAT1","KEGG","Down",0.428571428571429,4.10302999707082e-07,12
"Glycine, serine and threonine metabolism","14/40",1.71397265527668e-08,5.09049878617173e-07,0,0,9.13542892750814,163.358523951948,"DMGDH;ALAS2;ALAS1;AGXT2;SHMT1;GNMT;GRHPR;BHMT;GATM;DAO;PSAT1;SARDH;PHGDH;AGXT","KEGG","Down",0.35,5.09049878617173e-07,14
"Cytokine-cytokine receptor interaction","42/295",2.81202750169916e-08,7.59247425458774e-07,0,0,2.85447757108603,49.630159242278,"CSF1R;IL1RN;BMP10;CTF1;AMHR2;TNFRSF11B;IL1RAP;CXCL14;CXCL2;GHR;IL1RL1;ACVR1C;CXCR1;CXCR2;CCL4;CCL3;TNFSF11;CCL2;IL13RA2;CCR1;IL10;NGFR;IL33;CCL23;XCR1;TSLP;GDF2;LIFR;PPBP;INHBA;GDF6;INHBC;BMP5;IL6;CD4;CXCL12;IL1B;IL2RB;IL6ST;BMPR1B;IL18R1;PF4","KEGG","Down",0.142372881355932,7.59247425458774e-07,42
"Tyrosine metabolism","13/36",3.61730179615953e-08,8.95282194549483e-07,0,0,9.58226462308414,164.191647781149,"ADH1C;GOT1;ADH1B;ADH1A;TAT;GOT2;DBH;FAH;ADH6;GSTZ1;ADH4;TH;AOX1","KEGG","Down",0.361111111111111,8.95282194549483e-07,13
"Malaria","15/50",5.69454227031913e-08,1.30098388791137e-06,0,0,7.27413127413127,121.341038747751,"IL10;CR1;CD81;HGF;HBB;HBA2;HBA1;THBS1;SELE;SELP;IL6;IL1B;CCL2;TLR4;MYD88","KEGG","Down",0.3,1.30098388791137e-06,15
"Osteoclast differentiation","24/127",1.47047267992766e-07,3.11950275670368e-06,0,0,3.97280495224994,62.502200595238,"CSF1R;MAP2K1;JUN;FHL2;TNFRSF11B;LILRB1;FOS;LILRA1;LILRA2;SIRPB1;LILRA4;LILRB5;LILRA5;FOSL1;SOCS3;FCGR3A;FCGR3B;IL1B;CAMK4;BLNK;TNFSF11;FOSB;FCGR2B;JUNB","KEGG","Down",0.188976377952756,3.11950275670368e-06,24
"Propanoate metabolism","12/34",1.63590779999376e-07,3.23377144808774e-06,0,0,9.23940210732663,144.37395279737,"ALDH6A1;ECHS1;EHHADH;DBT;BCKDHB;SUCLG2;ABAT;MLYCD;MMUT;ACACB;ACADS;ACAT1","KEGG","Down",0.352941176470588,3.23377144808774e-06,12
"Pyruvate metabolism","14/47",1.74209909661292e-07,3.23377144808774e-06,0,0,7.19493767558574,111.974850210087,"ADH1C;ADH1B;ADH1A;ACOT12;ACACB;ACAT1;ADH6;ADH4;GRHPR;ALDH1B1;ALDH2;LDHD;PCK1;PCK2","KEGG","Down",0.297872340425532,3.23377144808774e-06,14
"Chemical carcinogenesis","35/239",1.98818815841934e-07,3.47348166500319e-06,0,0,2.93886040654794,45.3491784657478,"ADRB1;ADRB2;PTGS2;CYP2C19;CYP3A4;CYP2C18;SULT1A1;RPS6KA6;CYP2B6;MYC;TNFSF11;UGT2A1;SULT2A1;UGT2B10;JUN;MAP2K1;GSTM1;UGT1A1;PRKCB;EPHX2;CYP3A43;FOS;KLF4;ESR1;AR;CYP2C9;CYP2C8;CYP2A6;NAT1;NAT2;GSTA2;CYP1A2;CYP2E1;UGT2B7;GSTM5","KEGG","Down",0.146443514644351,3.47348166500319e-06,35
"beta-Alanine metabolism","11/30",3.44585417189776e-07,5.6856593836313e-06,0,0,9.79948974770859,145.825460526427,"ALDH6A1;ECHS1;ALDH1B1;ALDH2;DPYS;EHHADH;DPYD;ABAT;MLYCD;ACADS;CNDP1","KEGG","Down",0.366666666666667,5.6856593836313e-06,11
"African trypanosomiasis","12/37",4.72278571039735e-07,7.01333677994006e-06,0,0,8.12938005390836,118.410085302014,"IL10;IL6;PRKCB;IL1B;HBB;APOA1;HBA2;HBA1;APOL1;IDO2;SELE;MYD88","KEGG","Down",0.324324324324324,7.01333677994006e-06,12
"Alanine, aspartate and glutamate metabolism","12/37",4.72278571039735e-07,7.01333677994006e-06,0,0,8.12938005390836,118.410085302014,"ALDH4A1;GLUD1;FOLH1;GOT1;CPS1;GLS2;AGXT2;GOT2;ABAT;AGXT;ASPA;ASS1","KEGG","Down",0.324324324324324,7.01333677994006e-06,12
"Bile secretion","18/90",2.22225174683491e-06,3.14289889909508e-05,0,0,4.24638663053297,55.2751705042903,"UGT2B10;UGT1A1;SLC10A1;SLC22A1;SLC5A1;CYP3A4;SLC4A4;NR0B2;SLCO1B1;CA2;SLCO1B3;KCNN2;UGT2A1;LDLR;CFTR;SLC27A5;UGT2B7;SULT2A1","KEGG","Down",0.2,3.14289889909508e-05,18
"Peroxisome","17/82",2.51627998402761e-06,3.29072059946501e-05,0,0,4.44001666203832,57.2439313300925,"ACSL1;EPHX2;HMGCL;DAO;SCP2;ACOX2;EHHADH;CAT;HAO1;MLYCD;ACAA1;AGXT;PEX11G;SLC27A2;HAO2;HMGCLL1;XDH","KEGG","Down",0.207317073170732,3.29072059946501e-05,17
"Viral protein interaction with cytokine and cytokine receptor","19/100",2.62953922024741e-06,3.29072059946501e-05,0,0,3.98595762730784,51.2143814531128,"CCR1;IL10;CSF1R;CCL23;XCR1;PPBP;CXCL14;CXCL2;IL6;CXCL12;CXCR1;CCL4;CXCR2;IL2RB;CCL3;CCL2;IL6ST;IL18R1;PF4","KEGG","Down",0.19,3.29072059946501e-05,19
"Arginine and proline metabolism","13/50",2.65916816118384e-06,3.29072059946501e-05,0,0,5.95211938557262,76.4103159787198,"AOC1;GOT1;ARG1;GOT2;HOGA1;PRODH2;CNDP1;AGMAT;ALDH4A1;GATM;DAO;ALDH2;ALDH1B1","KEGG","Down",0.26,3.29072059946501e-05,13
"Caffeine metabolism","5/6",3.19390110386657e-06,3.79435451139349e-05,0,0,84.2589285714286,1066.23501902579,"CYP2A6;NAT1;NAT2;CYP1A2;XDH","KEGG","Down",0.833333333333333,3.79435451139349e-05,5
"Glycolysis / Gluconeogenesis","15/67",3.55306045994543e-06,4.05868829462997e-05,0,0,4.89163201663202,61.3787370447983,"ADH1C;ADH1B;ADH1A;ENO3;G6PC1;ADH6;HK3;ADH4;ALDH2;ALDH1B1;ALDOB;PCK1;FBP1;PGM1;PCK2","KEGG","Down",0.223880597014925,4.05868829462997e-05,15
"Pertussis","16/76",3.99852707161133e-06,4.39837977877246e-05,0,0,4.52419597234746,56.2338761181743,"IL10;C1QB;JUN;C1S;C1R;FOS;IL6;CFL2;IL1B;IRF8;SERPING1;NLRP3;CD14;TLR4;MYD88;C1QC","KEGG","Down",0.210526315789474,4.39837977877246e-05,16
"Mineral absorption","14/60",4.45335841976318e-06,4.7237408952488e-05,0,0,5.15802449810198,63.5564147119518,"SLC31A1;MT1M;MT1X;SLC5A1;SLC8A1;MT2A;TF;MT1A;TRPV6;MT1F;MT1G;HMOX1;MT1H;MT1E","KEGG","Down",0.233333333333333,4.7237408952488e-05,14
"Staphylococcus aureus infection","18/95",4.99150083526938e-06,5.11198533818968e-05,0,0,3.96959138422553,48.4598741925846,"IL10;C1QB;C1S;C1R;FGG;C5AR1;CFI;FPR1;PLG;FPR2;FCAR;SELP;FCGR3A;FCGR3B;MASP1;FCGR2B;MBL2;C1QC","KEGG","Down",0.189473684210526,5.11198533818968e-05,18
"Arginine biosynthesis","8/22",1.53867857004444e-05,0.000147415333968774,0,0,9.64880419490983,106.928062448291,"GLUD1;GOT1;CPS1;ARG1;GLS2;GOT2;ASS1;OTC","KEGG","Down",0.363636363636364,0.000147415333968774,8
"Histidine metabolism","8/22",1.53867857004444e-05,0.000147415333968774,0,0,9.64880419490983,106.928062448291,"AOC1;ALDH1B1;ALDH2;UROC1;AMDHD1;ASPA;CNDP1;FTCD","KEGG","Down",0.363636363636364,0.000147415333968774,8
"Coronavirus disease","30/232",1.83657878063863e-05,0.000170457468078023,0,0,2.53261901532619,27.6182635026849,"C1QB;C1S;C1R;C5AR1;TMPRSS2;C8B;C8A;C6;C7;C9;NLRP3;CCL2;MBL2;FGB;FGA;JUN;PRKCB;FGG;FOS;SELP;IL6;OAS2;IL1B;AGTR1;MASP1;IL6ST;TLR4;TLR3;MYD88;C1QC","KEGG","Down",0.129310344827586,0.000170457468078023,30
"Glyoxylate and dicarboxylate metabolism","9/30",2.66589247711833e-05,0.00023993032294065,0,0,7.24039938556068,76.2586852874965,"GRHPR;SHMT1;CAT;HAO1;MMUT;HOGA1;AGXT;HAO2;ACAT1","KEGG","Down",0.3,0.00023993032294065,9
"Synthesis and degradation of ketone bodies","5/10",0.000110875460415993,0.000968529757163235,0,0,16.8482142857143,153.438422272593,"HMGCL;BDH2;HMGCS2;HMGCLL1;ACAT1","KEGG","Down",0.5,0.000968529757163235,5
"Arachidonic acid metabolism","12/61",0.000127102158898065,0.00104859281090904,0,0,4.14236206612025,37.1591392514762,"CYP2J2;GGT5;CYP2C9;CYP2C8;PTGIS;CYP2B6;CYP4F2;EPHX2;PLAAT3;CYP2E1;CYP2C19;PTGS2","KEGG","Down",0.19672131147541,0.00104859281090904,12
